id,name,height,weight,types,abilities,base_stats,front_pic_link,back_pic_link
526,gigalith,17,2600,['rock'],"['sturdy', 'sand-stream', 'sand-force']","{'hp': 85, 'attack': 135, 'defense': 130, 'special-attack': 60, 'special-defense': 80, 'speed': 25}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/526.png
527,woobat,4,21,"['psychic', 'flying']","['unaware', 'klutz', 'simple']","{'hp': 65, 'attack': 45, 'defense': 43, 'special-attack': 55, 'special-defense': 43, 'speed': 72}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/527.png
528,swoobat,9,105,"['psychic', 'flying']","['unaware', 'klutz', 'simple']","{'hp': 67, 'attack': 57, 'defense': 55, 'special-attack': 77, 'special-defense': 55, 'speed': 114}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/528.png
529,drilbur,3,85,['ground'],"['sand-rush', 'sand-force', 'mold-breaker']","{'hp': 60, 'attack': 85, 'defense': 40, 'special-attack': 30, 'special-defense': 45, 'speed': 68}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/529.png
530,excadrill,7,404,"['ground', 'steel']","['sand-rush', 'sand-force', 'mold-breaker']","{'hp': 110, 'attack': 135, 'defense': 60, 'special-attack': 50, 'special-defense': 65, 'speed': 88}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/530.png
531,audino,11,310,['normal'],"['healer', 'regenerator', 'klutz']","{'hp': 103, 'attack': 60, 'defense': 86, 'special-attack': 60, 'special-defense': 86, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/531.png
532,timburr,6,125,['fighting'],"['guts', 'sheer-force', 'iron-fist']","{'hp': 75, 'attack': 80, 'defense': 55, 'special-attack': 25, 'special-defense': 35, 'speed': 35}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/532.png
533,gurdurr,12,400,['fighting'],"['guts', 'sheer-force', 'iron-fist']","{'hp': 85, 'attack': 105, 'defense': 85, 'special-attack': 40, 'special-defense': 50, 'speed': 40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/533.png
534,conkeldurr,14,870,['fighting'],"['guts', 'sheer-force', 'iron-fist']","{'hp': 105, 'attack': 140, 'defense': 95, 'special-attack': 55, 'special-defense': 65, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/534.png
535,tympole,5,45,['water'],"['swift-swim', 'hydration', 'water-absorb']","{'hp': 50, 'attack': 50, 'defense': 40, 'special-attack': 50, 'special-defense': 40, 'speed': 64}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/535.png
536,palpitoad,8,170,"['water', 'ground']","['swift-swim', 'hydration', 'water-absorb']","{'hp': 75, 'attack': 65, 'defense': 55, 'special-attack': 65, 'special-defense': 55, 'speed': 69}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/536.png
537,seismitoad,15,620,"['water', 'ground']","['swift-swim', 'poison-touch', 'water-absorb']","{'hp': 105, 'attack': 95, 'defense': 75, 'special-attack': 85, 'special-defense': 75, 'speed': 74}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/537.png
538,throh,13,555,['fighting'],"['guts', 'inner-focus', 'mold-breaker']","{'hp': 120, 'attack': 100, 'defense': 85, 'special-attack': 30, 'special-defense': 85, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/538.png
539,sawk,14,510,['fighting'],"['sturdy', 'inner-focus', 'mold-breaker']","{'hp': 75, 'attack': 125, 'defense': 75, 'special-attack': 30, 'special-defense': 75, 'speed': 85}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/539.png
540,sewaddle,3,25,"['bug', 'grass']","['swarm', 'chlorophyll', 'overcoat']","{'hp': 45, 'attack': 53, 'defense': 70, 'special-attack': 40, 'special-defense': 60, 'speed': 42}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/540.png
541,swadloon,5,73,"['bug', 'grass']","['leaf-guard', 'chlorophyll', 'overcoat']","{'hp': 55, 'attack': 63, 'defense': 90, 'special-attack': 50, 'special-defense': 80, 'speed': 42}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/541.png
542,leavanny,12,205,"['bug', 'grass']","['swarm', 'chlorophyll', 'overcoat']","{'hp': 75, 'attack': 103, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 92}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/542.png
543,venipede,4,53,"['bug', 'poison']","['poison-point', 'swarm', 'speed-boost']","{'hp': 30, 'attack': 45, 'defense': 59, 'special-attack': 30, 'special-defense': 39, 'speed': 57}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/543.png
544,whirlipede,12,585,"['bug', 'poison']","['poison-point', 'swarm', 'speed-boost']","{'hp': 40, 'attack': 55, 'defense': 99, 'special-attack': 40, 'special-defense': 79, 'speed': 47}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/544.png
545,scolipede,25,2005,"['bug', 'poison']","['poison-point', 'swarm', 'speed-boost']","{'hp': 60, 'attack': 100, 'defense': 89, 'special-attack': 55, 'special-defense': 69, 'speed': 112}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/545.png
546,cottonee,3,6,"['grass', 'fairy']","['prankster', 'infiltrator', 'chlorophyll']","{'hp': 40, 'attack': 27, 'defense': 60, 'special-attack': 37, 'special-defense': 50, 'speed': 66}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/546.png
547,whimsicott,7,66,"['grass', 'fairy']","['prankster', 'infiltrator', 'chlorophyll']","{'hp': 60, 'attack': 67, 'defense': 85, 'special-attack': 77, 'special-defense': 75, 'speed': 116}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/547.png
548,petilil,5,66,['grass'],"['chlorophyll', 'own-tempo', 'leaf-guard']","{'hp': 45, 'attack': 35, 'defense': 50, 'special-attack': 70, 'special-defense': 50, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/548.png
549,lilligant,11,163,['grass'],"['chlorophyll', 'own-tempo', 'leaf-guard']","{'hp': 70, 'attack': 60, 'defense': 75, 'special-attack': 110, 'special-defense': 75, 'speed': 90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/549.png
550,basculin-red-striped,10,180,['water'],"['reckless', 'adaptability', 'mold-breaker']","{'hp': 70, 'attack': 92, 'defense': 65, 'special-attack': 80, 'special-defense': 55, 'speed': 98}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/550.png
551,sandile,7,152,"['ground', 'dark']","['intimidate', 'moxie', 'anger-point']","{'hp': 50, 'attack': 72, 'defense': 35, 'special-attack': 35, 'special-defense': 35, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/551.png
552,krokorok,10,334,"['ground', 'dark']","['intimidate', 'moxie', 'anger-point']","{'hp': 60, 'attack': 82, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 74}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/552.png
553,krookodile,15,963,"['ground', 'dark']","['intimidate', 'moxie', 'anger-point']","{'hp': 95, 'attack': 117, 'defense': 80, 'special-attack': 65, 'special-defense': 70, 'speed': 92}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/553.png
554,darumaka,6,375,['fire'],"['hustle', 'inner-focus']","{'hp': 70, 'attack': 90, 'defense': 45, 'special-attack': 15, 'special-defense': 45, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/554.png
555,darmanitan-standard,13,929,['fire'],"['sheer-force', 'zen-mode']","{'hp': 105, 'attack': 140, 'defense': 55, 'special-attack': 30, 'special-defense': 55, 'speed': 95}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/555.png
556,maractus,10,280,['grass'],"['water-absorb', 'chlorophyll', 'storm-drain']","{'hp': 75, 'attack': 86, 'defense': 67, 'special-attack': 106, 'special-defense': 67, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/556.png
557,dwebble,3,145,"['bug', 'rock']","['sturdy', 'shell-armor', 'weak-armor']","{'hp': 50, 'attack': 65, 'defense': 85, 'special-attack': 35, 'special-defense': 35, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/557.png
558,crustle,14,2000,"['bug', 'rock']","['sturdy', 'shell-armor', 'weak-armor']","{'hp': 70, 'attack': 105, 'defense': 125, 'special-attack': 65, 'special-defense': 75, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/558.png
559,scraggy,6,118,"['dark', 'fighting']","['shed-skin', 'moxie', 'intimidate']","{'hp': 50, 'attack': 75, 'defense': 70, 'special-attack': 35, 'special-defense': 70, 'speed': 48}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/559.png
560,scrafty,11,300,"['dark', 'fighting']","['shed-skin', 'moxie', 'intimidate']","{'hp': 65, 'attack': 90, 'defense': 115, 'special-attack': 45, 'special-defense': 115, 'speed': 58}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/560.png
561,sigilyph,14,140,"['psychic', 'flying']","['wonder-skin', 'magic-guard', 'tinted-lens']","{'hp': 72, 'attack': 58, 'defense': 80, 'special-attack': 103, 'special-defense': 80, 'speed': 97}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/561.png
562,yamask,5,15,['ghost'],['mummy'],"{'hp': 38, 'attack': 30, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/562.png
563,cofagrigus,17,765,['ghost'],['mummy'],"{'hp': 58, 'attack': 50, 'defense': 145, 'special-attack': 95, 'special-defense': 105, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/563.png
564,tirtouga,7,165,"['water', 'rock']","['solid-rock', 'sturdy', 'swift-swim']","{'hp': 54, 'attack': 78, 'defense': 103, 'special-attack': 53, 'special-defense': 45, 'speed': 22}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/564.png
565,carracosta,12,810,"['water', 'rock']","['solid-rock', 'sturdy', 'swift-swim']","{'hp': 74, 'attack': 108, 'defense': 133, 'special-attack': 83, 'special-defense': 65, 'speed': 32}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/565.png
566,archen,5,95,"['rock', 'flying']",['defeatist'],"{'hp': 55, 'attack': 112, 'defense': 45, 'special-attack': 74, 'special-defense': 45, 'speed': 70}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/566.png
567,archeops,14,320,"['rock', 'flying']",['defeatist'],"{'hp': 75, 'attack': 140, 'defense': 65, 'special-attack': 112, 'special-defense': 65, 'speed': 110}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/567.png
568,trubbish,6,310,['poison'],"['stench', 'sticky-hold', 'aftermath']","{'hp': 50, 'attack': 50, 'defense': 62, 'special-attack': 40, 'special-defense': 62, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/568.png
569,garbodor,19,1073,['poison'],"['stench', 'weak-armor', 'aftermath']","{'hp': 80, 'attack': 95, 'defense': 82, 'special-attack': 60, 'special-defense': 82, 'speed': 75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/569.png
570,zorua,7,125,['dark'],['illusion'],"{'hp': 40, 'attack': 65, 'defense': 40, 'special-attack': 80, 'special-defense': 40, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/570.png
571,zoroark,16,811,['dark'],['illusion'],"{'hp': 60, 'attack': 105, 'defense': 60, 'special-attack': 120, 'special-defense': 60, 'speed': 105}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/571.png
572,minccino,4,58,['normal'],"['cute-charm', 'technician', 'skill-link']","{'hp': 55, 'attack': 50, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/572.png
573,cinccino,5,75,['normal'],"['cute-charm', 'technician', 'skill-link']","{'hp': 75, 'attack': 95, 'defense': 60, 'special-attack': 65, 'special-defense': 60, 'speed': 115}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/573.png
574,gothita,4,58,['psychic'],"['frisk', 'competitive', 'shadow-tag']","{'hp': 45, 'attack': 30, 'defense': 50, 'special-attack': 55, 'special-defense': 65, 'speed': 45}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/574.png
575,gothorita,7,180,['psychic'],"['frisk', 'competitive', 'shadow-tag']","{'hp': 60, 'attack': 45, 'defense': 70, 'special-attack': 75, 'special-defense': 85, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/575.png
576,gothitelle,15,440,['psychic'],"['frisk', 'competitive', 'shadow-tag']","{'hp': 70, 'attack': 55, 'defense': 95, 'special-attack': 95, 'special-defense': 110, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/576.png
577,solosis,3,10,['psychic'],"['overcoat', 'magic-guard', 'regenerator']","{'hp': 45, 'attack': 30, 'defense': 40, 'special-attack': 105, 'special-defense': 50, 'speed': 20}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/577.png
578,duosion,6,80,['psychic'],"['overcoat', 'magic-guard', 'regenerator']","{'hp': 65, 'attack': 40, 'defense': 50, 'special-attack': 125, 'special-defense': 60, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/578.png
579,reuniclus,10,201,['psychic'],"['overcoat', 'magic-guard', 'regenerator']","{'hp': 110, 'attack': 65, 'defense': 75, 'special-attack': 125, 'special-defense': 85, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/579.png
580,ducklett,5,55,"['water', 'flying']","['keen-eye', 'big-pecks', 'hydration']","{'hp': 62, 'attack': 44, 'defense': 50, 'special-attack': 44, 'special-defense': 50, 'speed': 55}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/580.png
581,swanna,13,242,"['water', 'flying']","['keen-eye', 'big-pecks', 'hydration']","{'hp': 75, 'attack': 87, 'defense': 63, 'special-attack': 87, 'special-defense': 63, 'speed': 98}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/581.png
582,vanillite,4,57,['ice'],"['ice-body', 'snow-cloak', 'weak-armor']","{'hp': 36, 'attack': 50, 'defense': 50, 'special-attack': 65, 'special-defense': 60, 'speed': 44}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/582.png
583,vanillish,11,410,['ice'],"['ice-body', 'snow-cloak', 'weak-armor']","{'hp': 51, 'attack': 65, 'defense': 65, 'special-attack': 80, 'special-defense': 75, 'speed': 59}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/583.png
584,vanilluxe,13,575,['ice'],"['ice-body', 'snow-warning', 'weak-armor']","{'hp': 71, 'attack': 95, 'defense': 85, 'special-attack': 110, 'special-defense': 95, 'speed': 79}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/584.png
585,deerling,6,195,"['normal', 'grass']","['chlorophyll', 'sap-sipper', 'serene-grace']","{'hp': 60, 'attack': 60, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/585.png
586,sawsbuck,19,925,"['normal', 'grass']","['chlorophyll', 'sap-sipper', 'serene-grace']","{'hp': 80, 'attack': 100, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 95}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/586.png
587,emolga,4,50,"['electric', 'flying']","['static', 'motor-drive']","{'hp': 55, 'attack': 75, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 103}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/587.png
588,karrablast,5,59,['bug'],"['swarm', 'shed-skin', 'no-guard']","{'hp': 50, 'attack': 75, 'defense': 45, 'special-attack': 40, 'special-defense': 45, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/588.png
589,escavalier,10,330,"['bug', 'steel']","['swarm', 'shell-armor', 'overcoat']","{'hp': 70, 'attack': 135, 'defense': 105, 'special-attack': 60, 'special-defense': 105, 'speed': 20}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/589.png
590,foongus,2,10,"['grass', 'poison']","['effect-spore', 'regenerator']","{'hp': 69, 'attack': 55, 'defense': 45, 'special-attack': 55, 'special-defense': 55, 'speed': 15}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/590.png
591,amoonguss,6,105,"['grass', 'poison']","['effect-spore', 'regenerator']","{'hp': 114, 'attack': 85, 'defense': 70, 'special-attack': 85, 'special-defense': 80, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/591.png
592,frillish,12,330,"['water', 'ghost']","['water-absorb', 'cursed-body', 'damp']","{'hp': 55, 'attack': 40, 'defense': 50, 'special-attack': 65, 'special-defense': 85, 'speed': 40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/592.png
593,jellicent,22,1350,"['water', 'ghost']","['water-absorb', 'cursed-body', 'damp']","{'hp': 100, 'attack': 60, 'defense': 70, 'special-attack': 85, 'special-defense': 105, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/593.png
594,alomomola,12,316,['water'],"['healer', 'hydration', 'regenerator']","{'hp': 165, 'attack': 75, 'defense': 80, 'special-attack': 40, 'special-defense': 45, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/594.png
595,joltik,1,6,"['bug', 'electric']","['compound-eyes', 'unnerve', 'swarm']","{'hp': 50, 'attack': 47, 'defense': 50, 'special-attack': 57, 'special-defense': 50, 'speed': 65}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/595.png
596,galvantula,8,143,"['bug', 'electric']","['compound-eyes', 'unnerve', 'swarm']","{'hp': 70, 'attack': 77, 'defense': 60, 'special-attack': 97, 'special-defense': 60, 'speed': 108}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/596.png
597,ferroseed,6,188,"['grass', 'steel']",['iron-barbs'],"{'hp': 44, 'attack': 50, 'defense': 91, 'special-attack': 24, 'special-defense': 86, 'speed': 10}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/597.png
598,ferrothorn,10,1100,"['grass', 'steel']","['iron-barbs', 'anticipation']","{'hp': 74, 'attack': 94, 'defense': 131, 'special-attack': 54, 'special-defense': 116, 'speed': 20}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/598.png
599,klink,3,210,['steel'],"['plus', 'minus', 'clear-body']","{'hp': 40, 'attack': 55, 'defense': 70, 'special-attack': 45, 'special-defense': 60, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/599.png
600,klang,6,510,['steel'],"['plus', 'minus', 'clear-body']","{'hp': 60, 'attack': 80, 'defense': 95, 'special-attack': 70, 'special-defense': 85, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/600.png
601,klinklang,6,810,['steel'],"['plus', 'minus', 'clear-body']","{'hp': 60, 'attack': 100, 'defense': 115, 'special-attack': 70, 'special-defense': 85, 'speed': 90}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/601.png
602,tynamo,2,3,['electric'],['levitate'],"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 45, 'special-defense': 40, 'speed': 60}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/602.png
603,eelektrik,12,220,['electric'],['levitate'],"{'hp': 65, 'attack': 85, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 40}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/603.png
604,eelektross,21,805,['electric'],['levitate'],"{'hp': 85, 'attack': 115, 'defense': 80, 'special-attack': 105, 'special-defense': 80, 'speed': 50}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/604.png
605,elgyem,5,90,['psychic'],"['telepathy', 'synchronize', 'analytic']","{'hp': 55, 'attack': 55, 'defense': 55, 'special-attack': 85, 'special-defense': 55, 'speed': 30}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/605.png
